Tipo_embalaje,Peso,Tipo_manipulacion,Lugar_procedencia,Temp_almacenamiento,Largo,Ancho,Altura,Protocolo
2,42.5,1,3,1,19,40,17,2
1,74.2,2,1,2,73,63,73,2
1,233.6,1,1,2,62,14,40,1
2,82.2,1,2,2,81,26,30,1
3,72.9,1,3,2,15,42,46,1
2,16.1,2,3,1,38,73,12,2
1,245.3,1,3,1,99,6,56,2
1,231.4,1,4,1,34,46,5,2
2,234,1,3,2,53,58,96,1
1,152.3,1,3,2,76,99,29,1
2,54.1,1,2,1,13,83,51,2
2,92.8,1,3,1,76,27,46,2
2,140,2,4,1,82,58,19,2
3,118.3,1,1,2,18,35,72,1
2,17.3,1,2,1,100,55,39,2
3,57.2,1,4,1,85,30,79,2
3,97.6,2,1,2,23,92,37,2
2,183.9,2,2,1,16,27,74,2
1,34.5,1,1,1,41,15,13,2
1,250,1,3,1,56,75,65,2
1,27.7,1,3,1,65,69,87,2
2,136.4,2,1,2,27,64,15,2
3,137.3,2,2,2,93,68,83,2
3,238.9,2,4,1,93,79,91,2
3,180.4,1,1,2,77,94,98,1
2,145.3,1,4,2,17,93,73,1
2,212.6,1,4,2,56,29,69,1
3,36.8,1,3,1,65,5,32,2
3,51.2,1,1,1,26,73,97,2
1,78.8,2,4,1,38,20,8,2
2,245.9,1,4,2,84,27,37,1
1,226,2,1,2,68,6,48,2
2,201.4,2,4,1,39,12,97,2
1,46.7,2,4,2,26,30,86,2
1,46,1,2,1,55,85,66,2
2,222.5,1,1,1,41,67,75,2
1,57.6,1,1,1,89,19,88,2
3,200,1,4,2,29,96,82,1
1,127.7,1,1,1,79,84,82,2
3,43.5,2,3,2,75,72,76,2
1,130,2,1,2,67,48,90,2
1,98.9,1,1,2,42,43,6,1
3,135.7,1,1,1,79,94,90,2
2,182.2,2,1,2,69,83,52,2
2,29.4,2,2,2,34,100,46,2
2,30.9,1,4,2,78,93,88,1
1,195.8,2,4,2,22,40,59,2
1,143.6,1,2,1,100,15,75,2
3,177,2,3,1,96,26,77,2
1,116.1,1,4,2,65,60,34,1
3,234.1,2,4,1,12,14,90,2
3,100.9,2,2,1,26,93,78,2
2,112,2,1,2,80,68,67,2
2,60.9,1,2,2,67,70,87,1
1,157.8,2,3,2,40,14,59,2
1,210.8,1,2,2,23,13,47,1
2,62.1,1,1,2,91,54,54,1
2,111.3,1,2,2,53,44,87,1
1,152.9,2,2,1,95,10,63,2
1,11.1,2,3,2,81,67,59,2
1,68,2,2,1,60,59,68,2
2,162.6,1,4,1,35,33,83,2
2,178.4,2,1,2,24,60,10,2
2,135.3,2,1,2,74,96,25,2
3,166.3,1,3,1,8,66,34,2
1,231,1,1,1,6,59,99,2
3,77.2,2,1,2,21,58,87,2
3,137.5,1,1,2,26,49,57,1
2,169.7,1,1,2,6,35,37,1
1,143.9,1,1,1,11,72,48,2
1,190.7,2,4,2,26,40,82,2
2,149.1,1,3,2,32,48,99,1
1,210.4,1,2,1,33,81,32,2
2,86,2,3,2,76,11,87,2
3,8.1,2,3,2,65,66,99,2
1,98.1,2,2,2,79,36,93,2
2,28.6,2,2,2,49,81,97,2
2,212.6,1,1,1,64,61,41,2
2,39.1,1,3,1,93,12,78,2
1,199,1,2,2,68,73,63,1
1,9.2,2,4,1,39,61,26,2
3,99.2,2,4,2,43,9,85,2
1,220.5,2,3,1,47,17,68,2
3,102,1,3,2,62,95,50,1
1,44.5,2,2,2,79,28,93,2
1,224.7,2,4,2,7,92,99,2
3,149.5,1,2,2,15,64,60,1
3,141.9,1,4,2,28,99,30,1
3,75.9,1,2,2,77,76,44,1
3,5.3,1,2,1,17,45,29,2
2,97.3,2,2,1,46,100,32,2
1,233,2,2,1,80,93,17,2
3,247,2,3,1,30,18,52,2
1,137.8,2,1,1,65,93,11,2
1,183.4,1,4,2,85,70,97,1
3,154.9,1,3,1,41,6,94,2
3,53.2,1,2,1,83,90,11,2
2,120,1,1,1,47,91,96,2
3,246,2,3,1,49,60,78,2
2,242,2,3,2,74,48,65,2
2,48.1,2,2,2,42,39,33,2
3,19.4,2,2,2,17,69,33,2
2,198,2,3,2,88,77,79,2
1,128.7,1,2,2,45,65,16,1
2,65.9,2,1,1,87,76,9,2
2,176.6,2,4,2,73,96,39,2
1,88.3,1,2,2,99,9,13,1
2,226.3,2,2,2,90,17,87,2
3,3.5,1,2,1,38,30,18,2
3,48.7,2,1,2,67,41,73,2
2,232.4,2,2,1,100,66,76,2
1,101.5,1,1,1,63,73,79,2
2,25.9,1,2,2,44,21,67,1
3,197.8,2,1,1,81,90,5,2
1,131.8,1,1,1,74,65,48,2
3,72.2,2,1,1,66,27,35,2
1,201.5,1,2,2,100,100,78,1
2,123.5,1,2,1,66,53,77,2
1,158.9,2,2,1,93,97,17,2
2,234.4,2,3,2,91,36,96,2
1,245,1,3,2,48,61,95,1
1,30.1,2,1,2,39,62,65,2
1,217.1,2,2,2,80,69,74,2
3,91.7,2,1,1,35,32,40,2
2,247.6,2,4,2,15,86,79,2
2,129.8,2,1,2,85,43,87,2
1,200.9,1,4,2,9,98,59,1
1,119.7,1,2,1,39,62,32,2
3,243.6,1,2,1,54,27,61,2
1,136.4,1,3,1,17,67,39,2
3,27.7,1,1,1,45,86,16,2
2,108,2,2,2,77,84,34,2
3,118.5,1,3,1,86,78,35,2
3,154.5,2,2,1,48,55,31,2
1,140.3,1,2,2,84,66,25,1
1,205.9,2,3,1,59,85,42,2
1,20.9,2,4,2,28,28,82,2
1,73.4,1,3,2,11,25,80,1
3,158.2,2,1,2,41,20,24,2
2,114.1,2,2,2,10,88,9,2
3,87.7,1,2,1,75,53,53,2
1,114.1,1,3,2,28,47,94,1
1,221.2,1,2,2,60,78,95,1
1,34.4,2,1,2,100,90,45,2
1,138.2,2,3,2,74,44,55,2
2,151.2,2,1,1,18,37,25,2
3,15.1,1,3,1,77,41,76,2
1,72.5,1,2,1,23,70,50,2
1,233.9,1,3,1,17,59,73,2
3,105.6,1,1,2,74,80,44,1
3,246.8,1,4,1,29,88,61,2
3,241.2,1,4,2,82,80,43,1
2,220.8,1,4,2,42,26,91,1
2,86.4,2,3,1,53,51,36,2
3,83.8,2,3,1,19,79,19,2
1,11.8,2,4,1,92,92,42,2
1,245.1,2,1,1,96,78,33,2
2,170.3,2,4,1,69,15,63,2
1,210.3,1,1,2,42,63,48,1
2,163.2,1,3,1,26,39,65,2
2,132.5,1,3,2,48,45,78,1
3,150.7,1,4,2,86,22,10,1
2,103.2,2,3,2,59,51,19,2
2,23.6,2,4,2,7,25,55,2
2,107.8,2,4,2,76,66,14,2
3,57.7,2,1,2,11,87,21,2
1,44.9,1,1,1,66,46,82,2
1,126.2,1,3,1,69,42,77,2
2,178,2,3,2,55,14,12,2
2,221.8,2,1,2,45,84,81,2
1,34.1,1,4,1,48,58,56,2
2,247.1,1,4,1,64,81,28,2
3,108.3,1,2,1,94,96,95,2
1,57.9,1,2,1,35,99,100,2
2,223.7,1,3,2,64,61,67,1
1,191.2,2,4,1,70,95,15,2
3,101.8,1,4,1,23,48,88,2
3,45.6,2,2,2,17,19,55,2
2,76.7,1,2,1,71,64,68,2
2,121.7,2,4,1,66,25,97,2
3,95.3,2,2,2,38,69,32,2
2,8.1,2,3,2,54,99,17,2
1,109.7,1,1,1,75,88,15,2
1,13,1,3,1,48,89,47,2
3,150.3,2,1,1,30,44,40,2
3,209.2,1,1,2,58,92,35,1
1,20.9,2,4,2,17,66,79,2
1,214.5,2,2,2,18,32,30,2
3,191.6,2,3,2,41,20,66,2
1,82.1,1,4,1,60,71,19,2
2,118.7,2,2,2,19,62,62,2
1,212.1,2,3,2,20,27,34,2
3,47.6,2,3,2,63,44,94,2
2,154,1,1,2,59,19,17,1
1,225.1,2,1,2,95,34,15,2
1,82.6,1,3,1,81,66,15,2
3,23.8,2,3,2,28,14,58,2
1,178,1,3,1,50,49,72,2
1,48.4,2,4,2,87,22,97,2
1,244.2,2,3,2,77,75,65,2
3,86,2,2,1,43,99,59,2
3,216.2,2,1,1,64,92,13,2
2,31.8,1,2,1,54,34,25,2
3,78.8,1,1,1,19,93,64,2
3,119.1,2,4,2,59,30,45,2
2,16.9,2,1,2,9,14,16,2
3,98.6,2,4,2,91,83,34,2
1,244,2,3,1,5,90,14,2
1,178.9,2,4,1,36,44,70,2
1,145.7,1,4,2,46,63,75,1
1,210.5,1,1,1,43,26,22,2
3,159.7,1,2,1,6,11,95,2
2,61.4,1,2,2,63,100,52,1
2,107.5,1,1,2,36,44,93,1
1,92.5,2,4,1,56,52,70,2
3,57.6,2,3,1,37,99,6,2
1,113,1,2,2,77,9,9,1
3,27.7,2,3,1,57,97,8,2
1,7.4,1,4,1,8,58,98,2
1,201.7,1,2,2,66,10,15,1
1,231,1,1,2,13,31,19,1
2,231.6,1,1,2,85,19,45,1
2,26.2,2,2,1,11,14,5,2
3,183.1,2,1,1,53,89,90,2
3,240.9,1,3,2,41,67,93,1
2,27.7,2,1,2,86,22,11,2
3,228.7,1,2,1,12,19,70,2
3,141,2,4,2,68,57,31,2
1,63.9,1,4,1,60,60,47,2
2,34.5,1,3,1,73,48,19,2
2,180.2,1,3,2,50,30,24,1
3,183,2,1,1,82,93,79,2
3,28.9,2,1,1,70,7,67,2
1,103.5,2,4,2,48,34,12,2
3,193,2,1,2,17,60,93,2
1,73.9,1,3,2,56,45,99,1
1,224.9,1,2,2,27,39,63,1
2,10.2,1,1,2,97,28,16,1
1,22.5,2,4,1,95,27,6,2
2,199.6,1,1,2,5,60,33,1
2,174.6,1,1,2,59,19,47,1
3,64.1,2,2,2,23,41,81,2
1,142.2,2,1,2,64,100,67,2
3,184.2,2,1,1,46,31,44,2
3,135.8,1,1,2,64,58,19,1
1,144.3,1,2,2,53,64,28,1
1,225.6,2,3,2,64,57,50,2
1,145.8,1,1,1,12,14,71,2
1,19.8,1,4,1,79,45,18,2
1,234.2,1,1,1,22,30,71,2
3,25.1,2,3,1,33,89,75,2
2,204.1,1,1,2,14,12,44,1
3,246.5,2,2,2,85,89,9,2
1,16.1,1,4,1,56,25,85,2
3,211.6,1,4,1,93,56,22,2
3,106.7,2,1,1,46,54,53,2
2,231.5,1,2,1,28,7,37,2
3,136.4,1,3,1,92,29,75,2
2,69.7,2,3,1,8,19,50,2
1,96,1,2,1,64,55,43,2
3,159.3,1,1,2,25,24,93,1
1,239.2,2,2,2,49,92,34,2
1,143.5,1,3,1,35,8,17,2
1,107,2,2,2,67,63,20,2
2,209.4,1,2,2,50,96,77,1
2,42,1,1,1,17,36,28,2
1,80.4,1,3,2,35,86,68,1
1,6,1,3,2,56,29,75,1
2,201,1,1,1,87,98,12,2
1,147.7,2,4,2,12,81,17,2
3,41.1,2,1,2,16,27,72,2
3,206.5,2,3,2,74,68,53,2
3,153,1,1,1,95,74,64,2
2,138.8,2,4,1,65,6,83,2
3,161.9,1,2,1,96,10,99,2
3,23.6,1,4,2,82,64,36,1
1,178.9,2,4,2,87,30,87,2
1,38.9,1,2,1,23,87,78,2
3,115.7,1,4,2,95,71,85,1
2,204.8,1,4,1,33,89,65,2
1,40.7,1,4,2,63,22,49,1
1,65.5,1,4,2,31,52,79,1
3,80.8,2,3,2,7,66,30,2
1,220.9,2,3,1,52,42,98,2
3,180.1,2,2,2,77,68,35,2
1,239.5,2,3,1,37,8,56,2
2,162.7,1,2,1,27,32,79,2
2,21.5,2,4,1,99,65,50,2
3,8.2,2,1,1,63,80,23,2
2,178.7,2,4,2,10,42,95,2
3,33.2,1,1,1,44,10,47,2
1,166.1,2,3,1,73,100,16,2
3,22.5,1,4,1,23,69,99,2
3,196.2,2,4,2,90,95,14,2
1,83.3,2,4,2,17,83,12,2
1,113.1,1,3,1,37,63,60,2
3,168.8,1,2,1,9,74,42,2
1,232.7,1,4,2,57,91,79,1
3,190.1,1,2,2,23,40,54,1
3,77.1,1,1,1,33,49,7,2
3,61.8,1,1,2,11,61,57,1
1,86.2,2,2,1,17,36,56,2
3,170.8,2,2,1,75,14,33,2
1,64.3,2,1,2,10,62,69,2
1,26.7,1,1,1,23,89,36,2
3,59.8,2,2,1,63,79,52,2
2,104.9,1,3,1,58,65,25,2
2,109.9,2,2,2,15,39,86,2
2,66.3,1,4,2,74,58,35,1
2,69,1,1,1,73,55,52,2
3,15.2,1,1,2,10,84,80,1
3,52,2,2,1,51,6,55,2
2,68.8,1,2,2,49,52,56,1
1,219.7,1,3,1,19,30,33,2
1,5.4,1,2,2,65,67,7,1
2,16.2,2,1,1,47,89,16,2
3,95.3,2,3,1,90,54,94,2
1,107.9,1,3,1,75,20,11,2
3,168.4,2,1,2,18,53,80,2
1,42.3,2,3,1,65,76,38,2
3,66.7,1,4,2,51,62,67,1
3,201.8,1,4,2,52,89,7,1
1,88.4,1,4,1,57,91,98,2
3,72.7,1,1,1,49,65,66,2
3,58.2,1,3,1,93,34,92,2
3,62,1,1,2,31,93,94,1
2,69.2,1,2,2,37,51,53,1
1,180.1,1,2,2,28,54,75,1
3,23,1,3,1,49,25,65,2
1,128.3,1,3,1,69,38,83,2
3,169.4,2,1,2,17,99,68,2
2,165.2,1,1,2,47,62,63,1
1,223.7,1,3,2,30,62,59,1
1,230.7,2,3,2,42,72,21,2
1,80.3,1,3,2,77,10,83,1
1,238.4,1,4,2,92,57,88,1
3,127.9,2,4,1,46,79,74,2
1,158.4,1,3,2,47,70,76,1
3,73.2,2,2,2,95,55,69,2
3,137.6,2,2,2,22,54,49,2
1,131.1,1,3,2,44,10,12,1
2,45.9,2,3,2,65,86,46,2
2,78.2,2,2,1,79,77,24,2
1,64.7,2,2,2,76,71,26,2
1,78.3,1,3,2,17,25,61,1
1,239.9,1,3,2,45,5,59,1
1,17.7,2,4,1,35,80,68,2
2,98.8,2,1,2,60,43,73,2
3,177.2,2,3,1,67,57,8,2
2,17.4,2,2,1,35,58,91,2
2,172.6,2,2,2,19,83,72,2
2,181.7,2,4,1,74,29,83,2
3,35.8,1,4,2,59,46,29,1
3,123.2,1,3,1,34,23,66,2
2,83.8,2,4,1,71,30,42,2
2,79.6,1,1,2,52,88,75,1
2,151.2,2,1,2,69,68,79,2
1,127.5,2,4,1,55,70,83,2
2,188,1,2,1,93,77,66,2
1,209.8,1,1,2,97,12,16,1
3,100.2,1,4,1,81,26,18,2
3,73.1,2,4,1,43,54,12,2
1,133.1,1,3,2,80,49,21,1
2,100,2,3,1,24,87,93,2
3,158.8,2,4,1,100,48,91,2
1,127.4,1,1,1,73,16,71,2
2,85,2,4,2,80,91,73,2
1,200.5,2,1,2,48,56,43,2
2,99.2,1,2,1,54,86,24,2
1,178.3,1,2,1,56,69,68,2
2,210.1,1,4,1,71,68,9,2
1,245,2,3,1,87,83,10,2
2,1.8,2,4,2,98,53,57,2
3,158.9,1,4,1,14,22,78,2
3,57.3,2,3,2,100,74,18,2
2,4.4,1,4,1,90,98,47,2
3,129.2,2,1,1,9,22,57,2
3,221.1,2,3,1,35,17,20,2
3,185.9,1,3,1,58,59,13,2
3,41,2,4,1,27,34,89,2
3,245.5,1,1,2,19,86,47,1
2,215.5,2,1,2,68,46,26,2
3,31.8,2,2,1,20,86,28,2
3,186.6,1,4,1,32,10,66,2
2,181.9,1,4,2,100,90,87,1
3,1.6,1,3,2,52,24,92,1
3,97.6,2,2,2,9,93,58,2
1,129.8,2,3,1,35,21,94,2
2,28.1,1,2,2,44,85,95,1
3,19.8,2,4,2,50,87,49,2
3,244.5,2,3,2,37,78,67,2
2,142,2,4,1,35,63,91,2
3,100.8,2,4,1,24,71,51,2
3,182.6,1,1,2,41,95,87,1
3,148.6,1,1,2,40,52,34,1
2,75.1,1,3,2,96,52,61,1
3,138,2,2,1,52,6,10,2
1,189.7,2,4,1,53,9,38,2
1,24,1,1,2,31,61,9,1
1,17.8,2,2,1,74,88,30,2
1,165.7,1,4,1,90,79,94,2
2,131.5,2,3,2,10,96,99,2
1,227.3,2,4,2,33,56,65,2
1,71.1,1,2,1,92,57,6,2
3,10.1,1,3,2,48,99,41,1
2,127.2,2,1,2,96,9,88,2
2,209.7,1,4,2,30,38,54,1
3,102,2,3,2,71,49,48,2
1,72.5,1,1,2,95,42,83,1
2,247.9,2,4,2,39,52,91,2
1,126.5,2,4,2,69,30,79,2
3,120.1,1,1,1,65,24,96,2
1,165.3,2,3,1,5,16,21,2
3,88,2,3,2,29,52,36,2
1,141.5,1,4,1,39,12,40,2
3,88.3,2,2,2,21,64,79,2
1,236.6,1,1,1,24,98,54,2
2,189.1,2,4,1,33,20,43,2
3,7.2,2,4,1,46,89,59,2
1,85,2,3,2,48,25,62,2
2,158.1,1,2,2,53,63,73,1
3,61.6,2,1,1,57,7,73,2
1,75.8,1,4,2,65,46,98,1
2,132.2,2,1,2,6,31,65,2
3,171.2,1,4,2,94,7,83,1
3,130.8,1,3,1,7,31,13,2
1,82.2,1,1,1,82,85,56,2
3,27.8,2,3,1,43,26,22,2
2,37.1,2,2,1,76,69,90,2
2,192.2,2,3,2,18,36,18,2
3,44.9,1,4,2,92,67,71,1
2,129.5,2,3,1,46,73,58,2
3,65.9,1,2,1,94,54,49,2
2,67,2,1,2,64,53,18,2
2,102.9,2,2,2,19,18,25,2
1,222.5,1,1,2,72,82,100,1
3,17.3,2,2,2,79,30,92,2
3,158.3,1,1,2,7,76,78,1
1,183.3,1,2,2,96,64,26,1
1,144.6,1,2,1,67,39,24,2
2,22.7,1,1,2,10,5,38,1
3,227.4,2,2,1,86,54,29,2
3,230.3,1,2,1,25,77,66,2
2,92.9,2,4,1,48,93,39,2
3,11.9,1,3,2,90,8,58,1
2,195.7,2,4,2,100,88,53,2
3,124.4,1,1,1,5,27,35,2
3,12.6,1,1,1,92,99,90,2
3,217.8,2,2,2,48,92,37,2
2,97,2,3,2,23,16,25,2
3,135.7,2,2,2,32,96,28,2
3,195.3,1,4,1,98,68,52,2
1,174.6,1,3,1,99,89,11,2
2,190.4,2,3,1,45,21,47,2
2,218.6,2,1,1,93,91,49,2
2,42.1,2,4,2,66,53,39,2
2,232.4,2,4,1,22,12,21,2
2,35.6,1,3,2,80,49,5,1
1,31.8,1,2,1,22,27,50,2
3,164.6,1,4,2,86,84,35,1
1,15.7,2,2,1,89,6,8,2
2,99.4,2,2,1,20,29,40,2
1,25.1,2,4,1,34,55,42,2
3,36.1,1,3,2,23,94,18,1
1,123.7,2,3,1,92,76,72,2
1,166.9,1,2,2,69,20,38,1
3,18.2,1,1,2,56,33,90,1
1,68,2,4,2,36,53,18,2
1,98.6,2,3,2,37,43,26,2
1,247.7,2,4,1,82,17,88,2
3,156.1,2,4,1,32,70,75,2
1,171.7,1,2,2,75,55,48,1
2,140.7,1,3,1,11,38,46,2
1,217.4,1,1,2,71,34,8,1
3,222.7,2,1,2,46,34,94,2
1,65.8,1,1,1,26,58,68,2
1,80.7,1,3,2,91,65,21,1
2,205.2,2,4,1,71,76,98,2
2,230.5,2,4,2,49,18,87,2
3,238.3,2,4,1,62,62,41,2
3,6,1,4,1,51,31,25,2
1,60.1,1,1,2,90,6,99,1
3,162.4,1,3,1,32,89,13,2
3,12.4,2,4,1,27,42,82,2
3,0.3,1,4,1,91,69,10,2
1,120.9,2,3,2,36,56,58,2
2,208.6,2,1,1,19,68,39,2
3,30.3,1,1,2,34,75,72,1
3,196.2,1,3,1,50,87,48,2
2,63.3,2,4,1,56,14,91,2
2,152.5,1,4,1,99,6,35,2
1,161.5,1,1,2,10,30,48,1
1,203.4,2,4,1,34,36,69,2
3,176.5,2,4,1,71,95,7,2
1,189.7,1,2,1,9,19,22,2
2,57.1,2,2,2,86,21,32,2
1,59.7,2,2,2,56,64,68,2
3,212,1,4,1,11,37,44,2
2,166.1,2,2,2,41,54,24,2
2,28.5,1,2,1,73,27,44,2
2,122.3,1,1,2,49,21,96,1
3,6.8,2,3,1,74,62,6,2
3,179.8,1,2,1,38,95,82,2
2,29.2,2,1,1,50,58,72,2
3,89.4,2,4,1,34,24,37,2
3,241.2,1,1,2,74,53,72,1
2,239.3,2,2,2,93,66,80,2
2,197.6,1,2,1,30,37,48,2
2,59.6,2,3,1,81,69,43,2
1,150.4,1,1,1,56,11,67,2
3,32.5,2,4,1,78,92,39,2
2,197.5,1,4,2,100,88,21,1
2,151.9,1,1,1,94,67,43,2
1,117.2,1,1,1,90,59,56,2
2,55.1,2,1,2,19,30,15,2
3,211.8,1,4,2,60,35,9,1
3,66.2,2,1,2,59,33,93,2
3,219.4,1,1,1,5,80,27,2
1,72.3,1,1,2,96,32,43,1
2,126.1,1,2,2,33,15,14,1
1,106,2,1,1,70,41,24,2
2,182.8,2,1,2,65,29,73,2
1,149,1,2,1,40,25,22,2
3,199.9,2,4,2,72,86,59,2
1,69.4,2,4,2,31,100,86,2
1,164.2,1,4,2,56,99,59,1
3,105.5,1,1,2,6,31,43,1
1,158,2,4,2,36,97,57,2
2,84.8,2,2,2,44,81,15,2
2,249.3,1,2,2,67,78,84,1
1,200.1,1,4,1,78,62,22,2
3,210.5,1,1,1,58,49,17,2
1,110.7,1,2,2,67,11,81,1
2,144.6,1,3,1,33,80,25,2
1,114.1,1,1,1,79,46,51,2
1,55.3,2,2,1,21,85,15,2
1,19.6,1,2,2,88,82,88,1
2,115.9,1,3,1,63,27,7,2
2,198.2,2,1,2,28,99,10,2
3,143.2,1,1,1,46,69,35,2
3,154.7,1,1,2,82,85,19,1
2,143.6,1,2,2,74,51,49,1
2,203.6,2,2,1,47,31,36,2
3,196.4,2,3,2,23,83,5,2
3,169,1,3,2,38,16,28,1
1,234.1,1,4,2,86,25,89,1
2,32.9,1,1,2,87,99,16,1
1,182.9,1,1,1,69,30,61,2
1,64.8,1,2,2,75,48,57,1
1,143.3,1,2,2,80,83,89,1
1,48.1,1,4,1,37,86,88,2
3,181.7,1,3,1,42,77,82,2
2,131.7,2,1,2,72,15,97,2
1,173.8,2,3,1,41,90,80,2
2,209.9,2,2,1,17,15,18,2
2,239.2,2,3,2,20,33,39,2
2,69.3,2,1,1,95,66,87,2
3,136,1,4,2,29,71,34,1
2,221.5,1,4,1,19,70,9,2
1,160.1,1,3,1,37,29,90,2
1,218.8,2,4,2,19,77,23,2
3,133.6,1,4,1,87,77,17,2
1,171.1,2,3,1,80,79,60,2
1,155.3,2,3,2,81,75,98,2
3,161.4,1,2,1,34,12,38,2
3,90.8,1,3,2,40,69,56,1
1,244.3,2,4,2,46,19,21,2
3,29.3,1,2,1,58,44,59,2
1,194.6,2,2,2,21,84,24,2
3,91.8,2,4,1,44,93,53,2
2,147.7,1,2,2,57,10,14,1
2,188.3,2,3,1,54,22,30,2
3,146.5,2,1,1,49,71,26,2
2,73,1,2,2,21,25,99,1
2,142.7,2,2,1,86,52,29,2
2,114.2,1,2,2,69,59,42,1
3,168.2,1,3,1,39,54,90,2
1,53.3,2,3,2,5,94,76,2
1,178.9,2,2,2,29,29,15,2
1,14,2,2,2,52,91,77,2
3,249.8,1,2,1,36,94,14,2
3,67.8,1,2,1,75,60,15,2
2,155.5,2,3,1,94,85,69,2
1,95.9,1,2,1,56,19,24,2
3,53.1,2,1,1,73,51,98,2
1,135.4,1,3,1,93,72,50,2
1,44.3,1,4,1,24,25,22,2
2,89.1,2,1,2,27,93,71,2
2,115.1,1,3,2,57,39,14,1
1,85.3,2,1,2,41,92,72,2
1,101.1,2,1,2,96,8,75,2
3,95.8,2,3,1,44,48,65,2
1,15.5,1,1,2,57,81,13,1
1,119.1,2,1,2,67,31,6,2
1,77.4,2,1,1,28,40,61,2
3,139.2,2,2,2,84,46,91,2
3,225.6,1,1,2,20,89,16,1
1,111.7,2,2,2,14,87,14,2
3,100.9,2,3,2,76,38,96,2
3,189.8,1,4,1,32,50,45,2
1,45.7,2,2,2,18,33,25,2
1,26.4,2,2,1,53,93,71,2
3,231.7,2,3,1,77,68,99,2
3,215.4,2,3,1,22,8,42,2
3,119.5,2,4,2,83,53,85,2
1,87.7,2,2,2,42,59,92,2
2,171.1,2,3,2,86,60,80,2
2,57.7,2,2,1,35,93,68,2
2,246.5,1,3,2,56,76,32,1
1,6.4,1,4,1,30,38,92,2
1,237.8,1,1,1,97,56,88,2
2,63,2,4,1,6,97,81,2
1,169.5,2,2,2,69,7,66,2
1,170.8,1,4,1,44,32,10,2
1,10,2,2,1,6,19,55,2
1,170.1,1,4,1,80,33,22,2
2,72.4,2,3,1,98,93,79,2
3,150.5,1,4,1,33,98,35,2
3,163.6,1,4,1,35,82,57,2
1,109.9,1,4,1,94,43,89,2
1,229.5,1,1,1,58,25,10,2
2,49.7,2,3,2,28,65,97,2
3,16.1,1,3,2,34,14,47,1
2,146.5,1,3,1,97,6,31,2
1,61.6,1,4,2,75,45,56,1
1,127.3,1,4,2,22,76,16,1
1,154.1,2,4,2,71,15,67,2
3,213.3,2,4,1,59,94,48,2
1,219.1,2,4,2,95,46,41,2
1,7.3,1,4,2,84,80,41,1
1,32.5,2,4,2,82,46,87,2
3,93.3,1,2,1,11,79,82,2
3,219,1,1,2,34,56,68,1
2,12.1,2,4,1,97,84,74,2
3,17.4,2,1,1,12,80,44,2
2,185.1,2,2,2,75,67,21,2
2,36.2,2,4,1,5,22,41,2
3,68.4,2,1,2,28,51,57,2
1,148,1,3,2,7,23,12,1
1,8.3,1,2,1,98,13,92,2
2,53.2,2,2,1,92,15,52,2
2,108.6,2,3,1,73,26,95,2
1,246.3,1,1,2,83,48,58,1
3,164.9,2,3,2,7,74,24,2
2,171.5,2,3,2,60,38,23,2
1,35.4,1,4,2,23,40,77,1
3,196.7,2,4,1,52,70,56,2
1,145.9,1,1,2,56,39,98,1
1,177.1,2,4,2,33,56,8,2
3,88.3,1,4,2,49,27,24,1
2,216.4,2,4,1,59,15,9,2
1,82.8,2,1,2,60,98,74,2
3,145.7,2,1,1,61,14,25,2
3,231,2,3,2,98,58,21,2
2,196.9,2,1,1,7,8,18,2
3,83.9,2,4,2,91,32,24,2
2,161,2,4,2,76,99,37,2
2,41.7,2,2,1,11,99,12,2
3,153.2,1,1,2,84,43,46,1
3,166.4,2,1,2,92,77,71,2
3,81.9,2,3,1,55,43,36,2
1,73.9,2,4,1,14,26,48,2
2,227.4,2,1,2,72,86,93,2
1,126.7,1,3,2,47,52,45,1
2,99.2,2,3,2,56,73,50,2
2,7.5,1,1,1,31,32,5,2
1,205.1,1,2,2,98,88,65,1
1,232.7,1,4,1,36,91,44,2
2,10.2,2,1,1,13,54,81,2
1,84.2,2,1,2,23,8,50,2
2,105.6,1,3,1,37,20,40,2
3,112.6,1,2,1,13,16,76,2
2,227.2,2,1,2,35,88,71,2
1,23.6,1,1,2,85,91,20,1
3,76.6,1,3,2,56,99,80,1
3,111.4,2,4,2,92,84,8,2
3,91,1,1,1,11,71,44,2
1,94.6,1,4,2,76,10,41,1
3,235.9,1,4,2,78,95,95,1
3,101.1,1,3,1,34,37,46,2
1,50.8,2,1,2,82,100,62,2
1,159.8,1,2,2,48,70,66,1
2,246.2,1,3,1,24,65,56,2
2,142.6,2,4,1,30,90,94,2
2,128.8,2,3,1,14,45,9,2
1,79.7,1,2,1,64,93,71,2
2,138,2,3,1,39,97,62,2
3,12.1,1,1,2,44,95,85,1
3,122.2,1,3,2,64,69,15,1
2,72.9,2,2,1,51,23,46,2
3,171,1,4,2,93,8,58,1
3,17.5,1,1,1,58,25,77,2
2,108,2,3,2,68,18,18,2
3,81.4,1,1,2,77,15,73,1
2,90.7,1,4,1,14,86,92,2
2,187.5,1,4,1,48,72,10,2
2,111.3,1,1,2,76,45,72,1
3,11.8,2,1,2,54,41,33,2
2,65.9,1,1,2,47,19,9,1
1,97.3,1,1,2,56,66,59,1
2,35.4,2,2,2,84,21,86,2
3,233.1,2,3,1,80,91,58,2
3,17.9,2,2,2,47,96,87,2
2,165.4,1,1,1,19,74,9,2
